0.000000000000000000e+00,1.050000000000000000e+01,0.000000000000000000e+00
2.000000000000000042e-02,1.050000000000000000e+01,0.000000000000000000e+00
4.000000000000000083e-02,1.050000000000000000e+01,0.000000000000000000e+00
5.999999999999999778e-02,1.050000000000000000e+01,8.800000000000000044e-01
8.000000000000000167e-02,1.050000000000000000e+01,1.790000000000000036e+00
1.000000000000000056e-01,1.050000000000000000e+01,2.509999999999999787e+00
1.200000000000000094e-01,1.050000000000000000e+01,3.129999999999999893e+00
1.400000000000000133e-01,1.050000000000000000e+01,3.620000000000000107e+00
1.600000000000000033e-01,1.050000000000000000e+01,3.870000000000000107e+00
1.799999999999999933e-01,1.050000000000000000e+01,4.030000000000000249e+00
1.999999999999999833e-01,1.050000000000000000e+01,4.129999999999999893e+00
2.199999999999999734e-01,1.050000000000000000e+01,4.169999999999999929e+00
2.399999999999999634e-01,1.050000000000000000e+01,4.230000000000000426e+00
2.599999999999999534e-01,1.050000000000000000e+01,4.219999999999999751e+00
2.799999999999999711e-01,1.050000000000000000e+01,4.190000000000000391e+00
2.999999999999999889e-01,1.050000000000000000e+01,4.230000000000000426e+00
3.200000000000000067e-01,7.500000000000000000e+00,4.200000000000000178e+00
3.400000000000000244e-01,7.500000000000000000e+00,4.200000000000000178e+00
3.600000000000000422e-01,7.500000000000000000e+00,4.219999999999999751e+00
3.800000000000000600e-01,7.500000000000000000e+00,4.120000000000000107e+00
4.000000000000000777e-01,7.500000000000000000e+00,3.979999999999999982e+00
4.200000000000000955e-01,7.500000000000000000e+00,3.910000000000000142e+00
4.400000000000001132e-01,7.500000000000000000e+00,3.790000000000000036e+00
4.600000000000001310e-01,7.500000000000000000e+00,3.740000000000000213e+00
4.800000000000001488e-01,7.500000000000000000e+00,3.700000000000000178e+00
5.000000000000001110e-01,7.500000000000000000e+00,3.689999999999999947e+00
5.200000000000001288e-01,7.500000000000000000e+00,3.689999999999999947e+00
5.400000000000001465e-01,7.500000000000000000e+00,3.680000000000000160e+00
5.600000000000001643e-01,7.500000000000000000e+00,3.669999999999999929e+00
5.800000000000001821e-01,7.500000000000000000e+00,3.640000000000000124e+00
6.000000000000001998e-01,7.500000000000000000e+00,3.629999999999999893e+00
6.200000000000002176e-01,7.500000000000000000e+00,3.640000000000000124e+00
6.400000000000002354e-01,1.050000000000000000e+01,3.640000000000000124e+00
